,"Tube in -	Grand_Complexe	-	2012.09.27 11:42:04","Tube in -	Grand_Complexe	-	2012.09.27 11:23:22","Tube in -	Grand_Complexe	-	2012.09.27 11:23:10","Tube in -	Grand_Complexe	-	2012.09.27 11:27:15","Tube in -	Grand_Complexe	-	2012.09.27 11:27:06","Tube in -	Grand_Complexe	-	2012.09.27 11:32:46","Tube in -	Grand_Complexe	-	2012.09.27 11:32:37","Tube in -	Grand_Complexe	-	2012.09.27 11:36:17","Tube in -	Grand_Complexe	-	2012.09.27 11:13:21","Tube in -	Grand_Complexe	-	2012.09.27 11:42:12","Tube in -	Grand_Complexe	-	2012.09.27 16:52:48","Tube in -	Grand_Complexe	-	2012.09.27 11:44:31","Tube in -	Grand_Complexe	-	2012.09.27 11:44:22","Tube in -	Grand_Complexe	-	2012.09.27 16:44:39","Tube in -	Grand_Complexe	-	2012.09.27 16:44:31","Tube in -	Grand_Complexe	-	2012.09.27 16:48:16","Tube in -	Grand_Complexe	-	2012.09.27 16:48:07","Tube in -	Grand_Complexe	-	2012.09.27 16:52:56","Tube in -	Grand_Complexe	-	2012.09.27 11:36:08"
Freq,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data,Impedance data
3828,1.454502225,3.13495779,3.192883492,3.015066147,2.99142909,2.125054121,2.130499363,1.755704641,1.360874176,1.442685366,1.290194154,1.373511314,1.379106164,1.404727101,1.445927024,1.336006403,1.347889781,1.27453959,1.752872229
3828.5,1.46333766,3.119418383,3.179167032,3.050095558,3.026814222,2.144517183,2.149924755,1.768377423,1.360457659,1.451481104,1.297079444,1.380627871,1.386603475,1.412513375,1.454755425,1.342562556,1.355445385,1.28061986,1.765415907
3829,1.472756624,3.105730295,3.166371584,3.087551832,3.063145638,2.165357351,2.170631409,1.781883717,1.360996723,1.46069932,1.304870486,1.389332533,1.39510119,1.421465516,1.463677049,1.350955606,1.363643885,1.288327813,1.778808713
3829.5,1.483264327,3.091644764,3.153606415,3.12656498,3.102580786,2.187805653,2.192967892,1.796838164,1.360496163,1.471246958,1.310259581,1.397884011,1.404017687,1.429085016,1.470364451,1.357403874,1.369800925,1.294409394,1.793569088
3830,1.491395712,3.072920084,3.13592124,3.161197662,3.136525393,2.206909418,2.212232351,1.808849692,1.360613108,1.479108095,1.318596482,1.405516863,1.411366582,1.43810761,1.480649471,1.365700364,1.378605843,1.302086711,1.805409789
3830.5,1.50202775,3.058831692,3.122855902,3.201758385,3.177452087,2.230659723,2.235924482,1.824425936,1.361774921,1.48988986,1.324996948,1.414154649,1.420415759,1.446105957,1.488100648,1.372470737,1.385693908,1.308281302,1.82084775
3831,1.511077523,3.039635658,3.104005575,3.237940311,3.213110685,2.251471043,2.256766319,1.837676764,1.360762239,1.498722315,1.331979752,1.42241466,1.428385496,1.454824209,1.496551752,1.380360723,1.392792702,1.315640926,1.833904147
3831.5,1.521131158,3.023318052,3.088587284,3.277544737,3.252809286,2.274859667,2.280114889,1.85256803,1.362607121,1.508731127,1.339156389,1.430745602,1.437152028,1.463063121,1.505419016,1.387238383,1.400743842,1.322265148,1.848749042
3832,1.530223966,3.003350735,3.068912029,3.314295053,3.289510012,2.296440601,2.301740646,1.865917325,1.362436295,1.517673492,1.346470118,1.438796878,1.445052743,1.471458435,1.514373064,1.394912243,1.408577561,1.329362154,1.862169385
3832.5,1.540347695,2.986073256,3.051722288,3.354691029,3.329412222,2.320688963,2.325926781,1.881026745,1.363294125,1.527960539,1.353260159,1.447957635,1.454368591,1.480283618,1.522325993,1.402873158,1.41582942,1.337037444,1.877355695
3833,1.550451875,2.966134071,3.032453299,3.392656326,3.367703199,2.343828201,2.34928441,1.895769358,1.363856316,1.537905455,1.360101938,1.456256628,1.462803364,1.488192677,1.531049013,1.409760714,1.423311353,1.343545079,1.891789436
3833.5,1.55910027,2.945705414,3.012179136,3.429785252,3.404570341,2.366272211,2.371942282,1.909215808,1.364685059,1.546775103,1.368354559,1.464116693,1.470699906,1.497434855,1.540988922,1.417918921,1.431909084,1.351293683,1.905454159
3834,1.570816159,2.928299189,2.994828224,3.471482754,3.446999788,2.392729759,2.398392439,1.926303148,1.365960836,1.558285832,1.37459147,1.474141359,1.480978131,1.505630493,1.548276901,1.425175309,1.438366771,1.358145952,1.922194242
3834.5,1.579218984,2.905924082,2.9722085,3.506526232,3.481873751,2.414818525,2.420475245,1.939154029,1.365939856,1.56655252,1.382427096,1.481416464,1.488302946,1.51431787,1.557789564,1.432989597,1.4462924,1.365650415,1.935442686
3835,1.59040761,2.887612104,2.953918934,3.54727459,3.523467541,2.441330671,2.446861029,1.955409646,1.368866801,1.577629566,1.390179873,1.491128445,1.498198748,1.523232222,1.567283869,1.440388918,1.454450607,1.372654796,1.951557994
3835.5,1.600176454,2.866519928,2.93208313,3.584132195,3.559962988,2.466122866,2.471487761,1.970075011,1.368710518,1.587118983,1.397179127,1.49952817,1.506201506,1.531663179,1.575463653,1.448325634,1.461521745,1.380215168,1.966522217
3836,1.61109972,2.847442627,2.912695169,3.623440981,3.600360632,2.49275279,2.497959137,1.98613441,1.370831013,1.598036528,1.404900432,1.509254336,1.516199112,1.540771723,1.584617853,1.456053734,1.469286799,1.387616158,1.982574105
3836.5,1.620631456,2.825855017,2.891043186,3.658956051,3.635965824,2.5180161,2.523259878,2.00114584,1.372600913,1.607285857,1.412627459,1.517392755,1.523942709,1.549005032,1.594193578,1.463390827,1.477357268,1.39466846,1.997801423
3837,1.631564975,2.806589365,2.871124744,3.697344542,3.675267458,2.545278788,2.550610065,2.017296076,1.374016166,1.6183393,1.42047739,1.52698338,1.53384161,1.55882442,1.603050828,1.471762538,1.485196114,1.402890086,2.013900995
3837.5,1.642635703,2.786962032,2.850960493,3.734440804,3.712875128,2.573320866,2.578541756,2.034373999,1.376447082,1.629202604,1.427237034,1.536683559,1.543197274,1.566660643,1.611844063,1.479195476,1.492388725,1.409986377,2.030926943
3838,1.652205586,2.765631914,2.829078436,3.767799377,3.747232437,2.599199295,2.604369879,2.048956633,1.378035069,1.638777375,1.436158776,1.544741869,1.551401734,1.576303601,1.622269273,1.487443089,1.50154984,1.417857766,2.045644999
3838.5,1.664338946,2.747720718,2.810478687,3.806336641,3.786708355,2.629739523,2.634640694,2.067456484,1.381258368,1.65061152,1.443356156,1.555572391,1.562222362,1.58512342,1.631135941,1.495672464,1.508938074,1.425717115,2.063821077
3839,1.674633145,2.726617098,2.788374901,3.838580132,3.819560528,2.657396078,2.662133455,2.083197832,1.382028461,1.660948515,1.450729609,1.563948512,1.57040906,1.594017982,1.639887452,1.503652334,1.516832948,1.433468342,2.079819441
3839.5,1.686056256,2.707816362,2.769196749,3.873260021,3.856156826,2.687092304,2.691789389,2.100643158,1.385918379,1.672141314,1.459254622,1.574137688,1.58075273,1.603427887,1.650739193,1.512174845,1.525717735,1.441633463,2.09696126
3840,1.696843624,2.687499046,2.748119116,3.904545546,3.888085604,2.716621876,2.721492529,2.117561817,1.387731433,1.682901144,1.466699958,1.583089232,1.589443684,1.612122178,1.659753919,1.5199821,1.533727765,1.449097395,2.114301443
3840.5,1.709120512,2.66942215,2.729576349,3.938090086,3.923231602,2.748013496,2.752541065,2.136183739,1.390120745,1.695085645,1.474711061,1.593812704,1.600324273,1.622254372,1.669043422,1.529043317,1.542003155,1.458070278,2.132482529
3841,1.719381094,2.649107933,2.70851469,3.966117859,3.951708794,2.778141737,2.782565832,2.153079033,1.393428922,1.705284834,1.48251152,1.602651834,1.608806849,1.630332589,1.679164171,1.536261797,1.550175786,1.464638352,2.149725199
3841.5,1.731601954,2.630880117,2.689754009,3.995754957,3.983640432,2.809919357,2.814192295,2.171480894,1.395932674,1.717422366,1.491607547,1.612585545,1.619126916,1.641249061,1.689226031,1.545847654,1.559669018,1.473852277,2.167856693
3842,1.743455291,2.613049984,2.67094636,4.024720669,4.013009548,2.843306065,2.847249269,2.190517664,1.39928472,1.729176044,1.498191833,1.623084784,1.629638553,1.649914026,1.697999358,1.553566456,1.566488266,1.481108546,2.187040091
3842.5,1.754589677,2.593876362,2.651064396,4.048048019,4.038742542,2.874248505,2.878439665,2.208337307,1.401847363,1.740350127,1.507459164,1.631964564,1.638920426,1.660168409,1.708813906,1.56224823,1.576607943,1.4893291,2.204496384
3843,1.766571403,2.576968193,2.633696079,4.074210644,4.066071987,2.908714056,2.912729979,2.227741003,1.406120777,1.752212167,1.51545012,1.642785192,1.649465203,1.669897914,1.718953133,1.571183443,1.584899306,1.497503519,2.224044561
3843.5,1.778623223,2.558679104,2.614206314,4.09564209,4.089376926,2.942550421,2.946591854,2.247158051,1.408238053,1.76429069,1.523295879,1.652523518,1.65946269,1.679327965,1.727920055,1.579370499,1.593128204,1.505332708,2.24316287
3844,1.790652514,2.542032242,2.597235203,4.11680603,4.112715721,2.977073908,2.980980158,2.266914606,1.41217041,1.776244044,1.532185674,1.662916422,1.669749022,1.689716935,1.739027739,1.58863914,1.602632642,1.514313698,2.262521744
3844.5,1.801849604,2.523944855,2.578095913,4.133692265,4.13141489,3.011460781,3.015277147,2.285987139,1.415583849,1.787558794,1.5402174,1.672492027,1.679467201,1.698845029,1.748973489,1.596475244,1.611092091,1.521209121,2.281558752
3845,1.81541276,2.508581161,2.562248468,4.152690411,4.152697086,3.048755884,3.052300692,2.307506084,1.418612719,1.801030874,1.549350142,1.683466792,1.690563321,1.709943056,1.759201527,1.606689692,1.620716453,1.531263232,2.302750349
3845.5,1.826602697,2.49121666,2.543595076,4.165434837,4.166867733,3.083770514,3.087507248,2.326585054,1.422399163,1.812183499,1.556552172,1.693433762,1.700470686,1.718730092,1.768767118,1.61390233,1.628412843,1.537936091,2.321915627
3846,1.839149594,2.47491622,2.526866436,4.177203178,4.181318283,3.12070179,3.12405014,2.347732544,1.42613852,1.824604869,1.566631556,1.703250408,1.710621357,1.729855895,1.780793071,1.623986363,1.63927722,1.547376037,2.342460871
3846.5,1.852018833,2.460731506,2.51139307,4.189929962,4.195188522,3.15960288,3.163054943,2.369117498,1.429744124,1.837371945,1.573527932,1.71464324,1.721952915,1.739507079,1.789444089,1.632498741,1.646471858,1.55529213,2.363747597
3847,1.863786221,2.443602562,2.493524075,4.195108891,4.203248978,3.196056604,3.199473143,2.389755964,1.432764053,1.8494488,1.582374334,1.724070787,1.731819868,1.749805689,1.800510406,1.641324401,1.656060815,1.563504696,2.383841753
3847.5,1.876695633,2.430262327,2.479171038,4.202740669,4.212538242,3.235747576,3.23910594,2.411456823,1.437602162,1.862205625,1.591297984,1.735062003,1.74256146,1.76043427,1.8117311,1.650947809,1.665788054,1.572439909,2.405483246
3848,1.888841271,2.414174795,2.46189189,4.204631805,4.21693182,3.27419138,3.277374506,2.432932377,1.440296769,1.874285817,1.598866343,1.745255113,1.75316298,1.770092607,1.821033478,1.659059644,1.673701525,1.579988122,2.426317453
3848.5,1.90276432,2.401671171,2.44830966,4.208153725,4.222252369,3.31614852,3.318969488,2.455988407,1.444873452,1.888070226,1.608544588,1.756489396,1.764257073,1.781471729,1.832368493,1.669127464,1.683910131,1.58975029,2.449557066
3849,1.914072633,2.385953903,2.431440115,4.204092503,4.22044611,3.354043484,3.357257843,2.476435423,1.448499203,1.899136066,1.616281271,1.765925884,1.773858786,1.790706515,1.842649341,1.676674128,1.692205071,1.596452832,2.469493866
3849.5,1.928328514,2.373376608,2.418287992,4.202925682,4.221410275,3.397746325,3.400480747,2.500859261,1.452788353,1.91344893,1.626212001,1.77737999,1.785454512,1.802461028,1.854144812,1.687366962,1.702446699,1.606698751,2.49382925
3850,1.940742254,2.360316038,2.403855324,4.197348118,4.217734337,3.438825846,3.441598654,2.522734642,1.456352234,1.925992966,1.633255243,1.788146615,1.796157718,1.811536789,1.863000989,1.695124745,1.710042,1.614160061,2.515641451
3850.5,1.95330286,2.345483303,2.388614655,4.187060833,4.210000038,3.479845524,3.482708693,2.545148134,1.460729241,1.938401699,1.643121123,1.798249006,1.806350112,1.822910786,1.875768781,1.70476532,1.720605731,1.623069644,2.537970066
3851,1.967720389,2.335466862,2.377251625,4.181406975,4.205667019,3.525660038,3.528646708,2.570110321,1.465394258,1.952643037,1.651604056,1.810181379,1.817946672,1.833285809,1.885099649,1.714092851,1.729347587,1.63221705,2.562962055
3851.5,1.979784846,2.320646286,2.361485004,4.166234016,4.192756176,3.566994905,3.569422007,2.592294931,1.468299747,1.964960456,1.659623981,1.820291638,1.828186512,1.843541026,1.895621061,1.7226789,1.737650752,1.640054822,2.584810019
3852,1.994316578,2.310816526,2.350463867,4.155239105,4.183185577,3.613665819,3.616187096,2.617759705,1.474371314,1.979251146,1.669770241,1.831920385,1.839670897,1.854577065,1.907507539,1.732868075,1.748307705,1.649735451,2.610370159
3852.5,2.006538391,2.297274828,2.336191654,4.137152672,4.167136192,3.65594101,3.658410072,2.640318632,1.477372289,1.99153626,1.67720139,1.842117071,1.85008812,1.864513993,1.917334795,1.741041541,1.756443501,1.657249928,2.632817268
3853,2.022093534,2.287734032,2.325383425,4.123251438,4.154063702,3.704800606,3.707298994,2.667592287,1.482823133,2.006842375,1.687112212,1.854883075,1.86256659,1.876253486,1.928750634,1.751802564,1.766505003,1.667402387,2.660131931
3853.5,2.034341335,2.275468111,2.312664509,4.101680279,4.13440752,3.747695684,3.750403881,2.69041276,1.486768723,2.018971443,1.694915652,1.864451051,1.872378469,1.88573122,1.939211249,1.759508491,1.775328875,1.67467916,2.682776451
3854,2.048801422,2.264868259,2.301387787,4.081952095,4.115436077,3.795652151,3.798498392,2.716753721,1.491840124,2.033239841,1.705056787,1.876538277,1.884262919,1.897999763,1.951623797,1.770210147,1.785737157,1.68467772,2.708973408
3854.5,2.063594103,2.256133795,2.291425705,4.062229633,4.096901894,3.844877243,3.847748995,2.743855476,1.496318221,2.047832727,1.712753892,1.888146281,1.895776868,1.90758872,1.960677505,1.778683424,1.793770909,1.693041921,2.736020327
3855,2.075832129,2.24367857,2.278598309,4.034765244,4.070785999,3.889018059,3.891788244,2.767481089,1.500677705,2.060102463,1.722132564,1.898522854,1.906056285,1.919217587,1.973828197,1.788210154,1.803832889,1.701693892,2.759429693
3855.5,2.091656685,2.236119747,2.270305634,4.014211655,4.050949097,3.941510439,3.944505692,2.796891689,1.506758213,2.075829983,1.731448531,1.911119699,1.91844666,1.929807544,1.984793067,1.798022389,1.813598037,1.711159348,2.788914442
3856,2.104500294,2.224744558,2.258420944,3.985326529,4.023057938,3.987043619,3.989536047,2.821192265,1.509636998,2.08872366,1.739337921,1.921805501,1.929048777,1.94063139,1.99526298,1.806886911,1.822259307,1.719621301,2.813130856
3856.5,2.120077133,2.216932535,2.249977827,3.960939646,3.999177694,4.039094448,4.042314053,2.850923061,1.516125321,2.104121685,1.749167204,1.934325814,1.941486478,1.951911449,2.007829428,1.816953301,1.832444906,1.729187489,2.842874289
3857,2.1334517,2.206920147,2.239836454,3.930543423,3.969873905,4.085924149,4.089189053,2.876792192,1.519813061,2.117491484,1.757624269,1.944600821,1.951976538,1.962379336,2.01853776,1.825619817,1.841799259,1.737519026,2.868467569
3857.5,2.149138689,2.199462175,2.23147583,3.904303551,3.943660021,4.138755798,4.142381191,2.907129526,1.525240183,2.1330688,1.767139316,1.957776546,1.965153575,1.974510312,2.030580282,1.836486697,1.851606131,1.747561693,2.898658276
3858,2.16368556,2.191062689,2.222549677,3.873928785,3.914448738,4.187979221,4.19165659,2.935266495,1.530142784,2.147670984,1.775529504,1.968652844,1.97657156,1.98453784,2.041232824,1.844643593,1.860528469,1.755576134,2.926548481
3858.5,2.17741704,2.182625294,2.213383675,3.842333317,3.882819176,4.236428738,4.240682602,2.962956667,1.535191298,2.161188602,1.785635352,1.980034709,1.987936378,1.997032046,2.054545879,1.855342746,1.871631861,1.765302896,2.954123497
3859,2.194449425,2.176378489,2.206400156,3.814789534,3.855568886,4.291418076,4.296077728,2.995443106,1.540570378,2.178437948,1.794213653,1.993344903,2.001404047,2.007581234,2.064452887,1.864391088,1.880110264,1.774177909,2.986695528
3859.5,2.207446337,2.167756557,2.197309256,3.779954195,3.821024418,4.337016106,4.342345238,3.022268534,1.544984818,2.191142321,1.803669572,2.003578663,2.011713982,2.019322872,2.07687664,1.874325395,1.890429378,1.783128619,3.013396025
3860,2.223861217,2.161675215,2.190722942,3.750643969,3.791775227,4.39108181,4.397342682,3.055284023,1.551498771,2.207617521,1.813380241,2.016981602,2.02504468,2.030908585,2.089308023,1.88400197,1.9004879,1.792120218,3.046376944
3860.5,2.238416195,2.154402494,2.183019638,3.717216015,3.75861764,4.439495564,4.446243763,3.085258722,1.555715561,2.222147465,1.822437286,2.0281322,2.036278486,2.042137623,2.099877834,1.893618703,1.909842253,1.801409602,3.075614691
3861,2.254317522,2.148341894,2.17601037,3.68641448,3.727321148,4.490840435,4.498637676,3.117852449,1.561508417,2.237801552,1.831782103,2.041135311,2.049275637,2.05427289,2.112808228,1.903576493,1.919980645,1.810603261,3.107860804
3861.5,2.269677877,2.141656637,2.169056177,3.65279603,3.694206953,4.539690495,4.548046112,3.149736643,1.5672158,2.25329566,1.841385841,2.052603722,2.060990095,2.065030813,2.124329805,1.912715673,1.930054069,1.819561839,3.139332056
3862,2.285105705,2.136287928,2.162966728,3.621442318,3.662163734,4.589512348,4.598557472,3.182251453,1.572206974,2.268597126,1.850874305,2.065016031,2.073284149,2.077744246,2.136873007,1.92341888,1.940222144,1.829406261,3.171611071
3862.5,2.302226782,2.130564928,2.156619787,3.590055943,3.630505323,4.64009285,4.650126457,3.217000961,1.577988505,2.285736322,1.859940052,2.07823801,2.086796522,2.088610411,2.147865772,1.932700515,1.949640393,1.838143706,3.205951214
3863,2.316178083,2.124694586,2.150248289,3.555665016,3.59603405,4.68400526,4.695611477,3.247800589,1.583342195,2.299494505,1.869662404,2.088656187,2.097228527,2.100671291,2.160924911,1.942958117,1.960354924,1.847736478,3.236679316
3863.5,2.334290743,2.119947195,2.145102262,3.525763035,3.566329241,4.735646725,4.748361588,3.285186291,1.589197159,2.317799807,1.879216671,2.103221416,2.112378836,2.112715721,2.172656775,1.953290224,1.970335841,1.857351303,3.273492336
3864,2.349568367,2.114765882,2.139442205,3.49248004,3.532495022,4.779294014,4.793309212,3.318507671,1.594361186,2.332807302,1.888178706,2.114433527,2.12360549,2.124023438,2.183887482,1.963052869,1.979867578,1.86666584,3.306720495
3864.5,2.365867615,2.110017776,2.134226799,3.461184263,3.500823021,4.824315548,4.839893818,3.353795528,1.600135207,2.349109411,1.898525119,2.127034903,2.136670113,2.136769056,2.197485924,1.97369504,1.991165042,1.876165509,3.341701031
3865,2.383335829,2.105837345,2.129353762,3.429969549,3.469438314,4.869697571,4.887194633,3.391239882,1.606045485,2.366294861,1.907815456,2.140227556,2.149838686,2.147801399,2.20866251,1.983506203,2.000598431,1.885616064,3.378791332
3865.5,2.399292946,2.10176158,2.124451876,3.398936987,3.437680483,4.910336494,4.929407597,3.426021576,1.610831857,2.382179022,1.917370319,2.152321815,2.162118196,2.160768032,2.221007586,1.994201183,2.01099658,1.895400882,3.413326025
3866,2.417356491,2.097694874,2.119861364,3.368639708,3.40702343,4.952587128,4.973583221,3.464912653,1.617660046,2.399882793,1.927245378,2.166197538,2.176128149,2.172155142,2.233670712,2.004027128,2.0214324,1.904430509,3.451971292
3866.5,2.433036566,2.093916893,2.115530252,3.337235212,3.375230551,4.989204407,5.012176037,3.5008564,1.622390032,2.41529274,1.936943293,2.177607775,2.18746376,2.184433937,2.24559617,2.014694452,2.031839848,1.914490342,3.487462282
3867,2.451997757,2.090758324,2.111753464,3.309298515,3.346763849,5.030242443,5.054996967,3.542212009,1.628849149,2.434335709,1.946346998,2.19280529,2.202495337,2.197115898,2.257853508,2.025249481,2.041929722,1.924031854,3.528354645
3867.5,2.467612267,2.086717129,2.107060909,3.277629137,3.314370871,5.060932636,5.088115215,3.578478336,1.634112477,2.449591875,1.955995798,2.203989506,2.213346958,2.208277941,2.270153761,2.034723759,2.051941395,1.933171868,3.564630985
3868,2.486205101,2.084560156,2.104448557,3.250696898,3.286769152,5.096474648,5.125967026,3.619781733,1.64037776,2.468183041,1.966362,2.218314409,2.227643251,2.221885204,2.283208847,2.046196222,2.063614368,1.944015265,3.605544329
3868.5,2.504207373,2.08123064,2.100401163,3.221535683,3.256969213,5.12680912,5.158559799,3.660844326,1.645873189,2.486095905,1.974943042,2.231893301,2.241024494,2.232648849,2.294183016,2.055404902,2.072275877,1.952611208,3.646251917
3869,2.521034956,2.078734875,2.097555399,3.193238258,3.228204012,5.152440548,5.186696529,3.699827433,1.651887178,2.502806425,1.985737205,2.243953466,2.253023863,2.246449947,2.307821035,2.06674552,2.084305763,1.963362098,3.68505168
3869.5,2.540421963,2.07609272,2.09432745,3.166284561,3.200428963,5.179944992,5.216612816,3.744227171,1.65836215,2.522010803,1.994689107,2.259009123,2.267941475,2.257665157,2.319834232,2.076599121,2.093741417,1.972135305,3.729151011
3870,2.557674408,2.073915243,2.091595411,3.1390872,3.172257185,5.200829506,5.239643097,3.784806967,1.66366601,2.539195538,2.004876614,2.271090508,2.280014515,2.270809174,2.332276344,2.087671995,2.104665279,1.982785106,3.76939106
3870.5,2.576980114,2.072517872,2.089630365,3.113605499,3.146299839,5.222196102,5.26358366,3.829881668,1.670522809,2.558381796,2.013820648,2.286075115,2.294665098,2.283245087,2.345332623,2.097788572,2.115008831,1.991755724,3.813877106
3871,2.594258308,2.069456577,2.086374283,3.085883379,3.11779809,5.235779762,5.279298306,3.871619463,1.675897837,2.575549603,2.024415493,2.298225403,2.306821585,2.295017958,2.358307123,2.108030796,2.12600565,2.001536846,3.855434179
3871.5,2.61456275,2.069447517,2.085952997,3.063018084,3.094527245,5.253687859,5.299367428,3.919317245,1.682755589,2.595477104,2.033713818,2.313190699,2.321871996,2.308758497,2.371039391,2.119252443,2.136625767,2.011981726,3.902294636
3872,2.632212639,2.066197634,2.082443714,3.035976887,3.066511869,5.260045052,5.307765484,3.962522268,1.687922359,2.61313653,2.043353081,2.326319456,2.334968805,2.319615841,2.383776903,2.128397226,2.146664619,2.02043891,3.944832087
3872.5,2.651462793,2.066494942,2.082220316,3.013191462,3.043462276,5.269346237,5.31947279,4.009775639,1.695201278,2.632296085,2.05451417,2.339794874,2.348347187,2.333795071,2.39802599,2.140246868,2.158731461,2.032001257,3.991835833
3873,2.671180248,2.06448698,2.079909086,2.988844633,3.018077135,5.272686481,5.325081825,4.05736351,1.700437069,2.651914358,2.062827349,2.354936123,2.363507509,2.345182896,2.409660101,2.149603605,2.16746068,2.040272713,4.038748264
3873.5,2.68944478,2.063764572,2.078938723,2.965735435,2.994600773,5.272821426,5.327197552,4.103681564,1.707180262,2.670371294,2.074083567,2.367618084,2.376426458,2.358822107,2.423978567,2.161064386,2.17945528,2.051247597,4.08483839
3874,2.709534645,2.063235044,2.078127623,2.943328381,2.971595049,5.270477772,5.326756001,4.152897358,1.713378429,2.69029212,2.08306241,2.382550478,2.390903473,2.371135712,2.436633825,2.171218157,2.189375401,2.060266495,4.133629799
3874.5,2.729026794,2.061802149,2.076248884,2.92064786,2.948245287,5.264391422,5.322259903,4.201137543,1.719152331,2.70983696,2.093648911,2.3966465,2.404925108,2.384090185,2.450113535,2.182149172,2.200178623,2.070641994,4.181868076
3875,2.749180079,2.062801123,2.076902151,2.900421619,2.927746058,5.257407665,5.316838264,4.252285004,1.726096988,2.730084896,2.103256226,2.41086936,2.419057369,2.397322893,2.463378191,2.193048716,2.210681915,2.080639124,4.232578278
3875.5,2.768172026,2.060495377,2.074368238,2.877131701,2.90363431,5.241172791,5.302263737,4.300067425,1.731693625,2.749093294,2.113214254,2.424775839,2.433065176,2.409189463,2.47653985,2.203132153,2.221247911,2.089814901,4.280210972
3876,2.789772511,2.062414408,2.075704813,2.858993292,2.885173559,5.230612278,5.293385029,4.354552746,1.739102125,2.770657778,2.123881817,2.439606428,2.448020697,2.423358202,2.490382433,2.215003967,2.232576132,2.100903749,4.334369659
3876.5,2.809295416,2.060926676,2.074055195,2.837329149,2.862420321,5.208621502,5.272473335,4.40335989,1.744525671,2.790467501,2.132549524,2.454050303,2.462448359,2.435532093,2.502728224,2.224703074,2.242327452,2.109310865,4.382981777
3877,2.830102205,2.061582327,2.074168205,2.818626881,2.843245029,5.189249039,5.254657745,4.457074642,1.752053738,2.811347008,2.144500017,2.468473911,2.477134705,2.449126244,2.517798185,2.236233234,2.254514694,2.120332718,4.436510563
3877.5,2.851030827,2.06221962,2.074727297,2.799902439,2.823636293,5.16484499,5.231022358,4.509977341,1.758044481,2.832304239,2.153337479,2.483103037,2.492036819,2.462261438,2.529941082,2.246431351,2.264600515,2.129416466,4.488971233
3878,2.871937513,2.061897516,2.073794842,2.781009197,2.804114819,5.137841225,5.205549717,4.56335783,1.764531851,2.853250504,2.163999796,2.498026609,2.507202148,2.47535038,2.544137716,2.257311344,2.275850058,2.139587402,4.541779518
3878.5,2.893069267,2.063580751,2.075258493,2.763840914,2.786384821,5.109372616,5.177549839,4.618462086,1.771854639,2.874429464,2.174380541,2.512155533,2.521476984,2.488695145,2.558229208,2.268313646,2.287194967,2.149839163,4.596354008
3879,2.914301872,2.062887669,2.074257851,2.745153427,2.767044544,5.076413155,5.144743443,4.671815872,1.77769053,2.895888329,2.183897972,2.52763772,2.537088156,2.501795769,2.571331501,2.278806448,2.297395945,2.159267664,4.64968586
3879.5,2.93672967,2.064779043,2.07613802,2.729745388,2.751012087,5.045753002,5.114403725,4.729318142,1.785013437,2.91821456,2.194781065,2.542809725,2.552299976,2.515471935,2.585752249,2.290451288,2.309141874,2.170216322,4.706885338
3880,2.957034111,2.064859629,2.075822353,2.711746216,2.732349157,5.006300926,5.074991226,4.781318665,1.791073322,2.938584089,2.203796625,2.556766748,2.566600561,2.52857852,2.598785639,2.300456762,2.319634199,2.179344177,4.759167671
3880.5,2.980699778,2.066257477,2.076639414,2.696579456,2.716700792,4.971871853,5.040868759,4.840680599,1.797924995,2.962065697,2.215157986,2.573122501,2.583304644,2.54235816,2.61341095,2.312080145,2.331350803,2.190429449,4.818230629
3881,3.002303123,2.068147898,2.07822752,2.681451321,2.700718164,4.931759357,5.000416756,4.895465374,1.804571033,2.983674049,2.223767519,2.587509155,2.597807646,2.556008577,2.625946522,2.322805166,2.341864586,2.200172901,4.87296629
3881.5,3.025004864,2.068293333,2.077977896,2.665499449,2.684152842,4.88967514,4.95896244,4.951525211,1.810873985,3.00597477,2.234987259,2.603373528,2.614018917,2.569281578,2.640891314,2.333900213,2.353605509,2.210412502,4.928849697
3882,3.048365355,2.071130276,2.080501795,2.652021885,2.670163393,4.849199772,4.918015957,5.010024071,1.818243384,3.0292871,2.244980335,2.618521214,2.629331589,2.583297968,2.654484987,2.344992161,2.36471796,2.221133709,4.987529278
3882.5,3.070925236,2.071748257,2.080789089,2.637032986,2.654300213,4.80429554,4.873026848,5.065075397,1.824109077,3.051769257,2.254691601,2.634321451,2.64525342,2.596752882,2.667969465,2.356037617,2.375506401,2.230567217,5.042324543
3883,3.095027924,2.073639631,2.082799196,2.624043226,2.640593529,4.761341095,4.829945087,5.123318672,1.831504822,3.075708866,2.266016722,2.650085211,2.66106391,2.610568047,2.683027983,2.367520571,2.38754034,2.241633415,5.101162434
3883.5,3.117899895,2.075542688,2.084526539,2.610389471,2.626432657,4.714169025,4.783128262,5.178864479,1.838147402,3.098329306,2.275199652,2.66530323,2.676097631,2.624625206,2.696398497,2.378168106,2.398204327,2.251200199,5.156619549
